Position,Word_Kanji,Reading_Kana,English_Meaning,Part_of_Speech,Deck_Step_Label,Frequency_Rank
1379,幸せ,しあわせ,"happiness, good fortune",Adjectival Noun,Core 2000 Step 06 - 141,1869
1380,塩,しお,salt,Noun,Core 2000 Step 09 - 054,3972
1381,塩辛い,しおからい,salty,Adjective,Core 2000 Step 09 - 195,42616
1382,砂糖,さとう,sugar,Noun,Core 2000 Step 06 - 158,6254
1383,規模,きぼ,"scale (big, smallなど), scope",Noun,Core 2000 Step 03 - 199,5974
1384,農業,のうぎょう,agriculture,Noun,Core 2000 Step 05 - 001,9770
1385,濃い,こい,"thick, concentrated, dark-colored",Adjective,Core 2000 Step 06 - 145,1884
1386,薄い,うすい,"thin, weak, pale",Adjective,Core 2000 Step 05 - 081,1457
1387,厚い,あつい,"thick, bulky",Adjective,Core 2000 Step 05 - 194,2309
1388,厚さ,あつさ,thickness,Noun,Core 2000 Step 07 - 072,
1389,迫る,せまる,"<!--anki-->approach, draw near,&nbsp;press (sb for st)",Verb,Core 2000 Step 04 - 067,1370
1390,伸びる,のびる,"get longer, grow, stretch",Verb,Core 2000 Step 05 - 059,2017
1391,引っ越す,ひっこす,move (houses),Verb,Core 2000 Step 07 - 101,8111
1392,越える,こえる,"go over, go across, go beyond",Verb,Core 2000 Step 07 - 125,1500
1393,引っ越し,ひっこし,moving (houses),Verbal Noun,Core 2000 Step 07 - 187,12254
1394,追い越す,おいこす,"pass, outdo",Verb,Core 2000 Step 08 - 162,15814
1395,上昇,じょうしょう,"a rise, an increase",Verbal Noun,Core 2000 Step 04 - 053,5649
1396,改札口,かいさつぐち,ticket barrier,Noun,Core 2000 Step 08 - 125,13004
1397,失礼,しつれい,"impoliteness, bad manners, I beg your parden/Goodbye",Verbal Noun,Core 2000 Step 08 - 129,1690
1398,かゆい,かゆい,itchy,Adjective,Core 2000 Step 09 - 071,21544
1399,お礼,おれい,"thanks, reward, return present",Verbal Noun,Core 2000 Step 08 - 138,3127
1400,謝る,あやまる,apologize,Verb,Core 2000 Step 08 - 032,3109
1401,注射,ちゅうしゃ,"shot, injection",Verbal Noun,Core 2000 Step 07 - 060,8100
1402,程度,ていど,"degree, extent",Noun,Core 2000 Step 04 - 082,1091
1403,ぐらぐら,ぐらぐら,wobble,Adverb,Core 2000 Step 09 - 074,16042
1404,誘う,さそう,"invite, ask out",Verb,Core 2000 Step 09 - 131,1608
1405,導入,どうにゅう,"introduction, bringing in",Verbal Noun,Core 2000 Step 03 - 045,12447
1406,努力,どりょく,"<!--anki-->effort,&nbsp;endeavor",Verbal Noun,Core 2000 Step 04 - 183,1551
1407,怒る,おこる,"get angry, scold",Verb,Core 2000 Step 08 - 090,791
1408,独身,どくしん,"single, unmarried",Noun,Core 2000 Step 07 - 075,5347
1409,占める,しめる,"occupy, hold",Verb,Core 2000 Step 04 - 069,3900
1410,処理,しょり,"processing,&nbsp;management<div>(unlike 加工, a new thing is not created)</div>",Verbal Noun,Core 2000 Step 03 - 059,3252
1411,紹介,しょうかい,"introduction, presentation",Verbal Noun,Core 2000 Step 05 - 087,1488
1412,招く,まねく,"invite, beckon",Verb,Core 2000 Step 04 - 050,2462
1413,招待,しょうたい,invitation,Verbal Noun,Core 2000 Step 06 - 043,4981
1414,夫婦,ふうふ,"husband and wife, married couple",Noun,Core 2000 Step 05 - 057,1140
1415,奥,おく,"inner part, the back, inner chamber",Noun,Core 2000 Step 06 - 001,515
1416,奥さん,おくさん,"(sb's) wife,&nbsp;married lady",Noun,Core 2000 Step 06 - 041,994
1417,皆さん,みなさん,everybody (丁寧語),Noun,Core 2000 Step 07 - 115,3415
1418,皆様,みなさま,everyone (敬語),Noun,Core 2000 Step 08 - 151,9950
1419,誰か,だれか,someone,Noun,Core 2000 Step 10 - 090,1419
1420,よろしい,よろしい,all right (いいの改まった言い方),Adjective,Core 2000 Step 09 - 088,1141
1421,国籍,こくせき,"citizenship, nationality",Noun,Core 2000 Step 07 - 035,16638
1422,愛,あい,love,Verbal Noun,Core 2000 Step 06 - 099,985
1423,可愛い,かわいい,"cute, charming, sweet",Adjective,Core 2000 Step 07 - 132,1824
1424,恋人,こいびと,"boyfriend/girlfriend, lover",Noun,Core 2000 Step 07 - 062,1521
1425,誕生日,たんじょうび,birthday,Noun,Core 2000 Step 07 - 074,5554
1426,祝日,しゅくじつ,"holiday, festival day",Noun,Core 2000 Step 09 - 177,32157
1427,お祝い,おいわい,celebrate,Verbal Noun,Core 2000 Step 10 - 023,9961
1428,夢,ゆめ,dream,Noun,Core 2000 Step 05 - 016,440
1429,泣く,なく,"cry, weep",Verb,Core 2000 Step 06 - 090,544
1430,涙,なみだ,tear,Noun,Core 2000 Step 05 - 141,641
1431,喜ぶ,よろこぶ,"be happy, be delighted",Verb,Core 2000 Step 05 - 036,1275
1432,恥ずかしい,はずかしい,"embarrassed, ashamed, embarrassing",Adjective,Core 2000 Step 07 - 037,1715
1433,弁当,べんとう,"box lunch, picnic lunch",Noun,Core 2000 Step 07 - 025,4787
1434,看護師,かんごし,nurse,Noun,Core 2000 Step 05 - 181,22256
1435,患者,かんじゃ,patient,Noun,Core 2000 Step 04 - 153,1854
1436,述べる,のべる,"express (opinion), state, mention",Verb,Core 2000 Step 04 - 091,1329
1437,たくさん,たくさん,"in large quantity, plenty",Adverb,Core 2000 Step 09 - 098,896
1438,訴える,うったえる,sue,Verb,Core 2000 Step 04 - 084,2045
1439,迷う,まよう,"hesitate, get lost, be unable to decide",Verb,Core 2000 Step 07 - 055,1660
1440,迷惑,めいわく,"trouble, annoyance",Verbal Noun,Core 2000 Step 06 - 095,2260
1441,地域,ちいき,"region, area",Noun,Core 2000 Step 03 - 081,3623
1442,政権,せいけん,"political power, government, administration",Noun,Core 2000 Step 03 - 100,7715
1443,贈る,おくる,"offer, give (presentとか)",Verb,Core 2000 Step 05 - 152,4288
1444,贈り物,おくりもの,"present, gift (和語)",Noun,Core 2000 Step 08 - 060,8249
1445,与える,あたえる,"&nbsp;present (st), give (damage/shock), give (to lower status) (かたい)",Verb,Core 2000 Step 03 - 124,524
1446,あちら,あちら,way over there,Noun,Core 2000 Step 09 - 111,3248
1447,貯金,ちょきん,"savings, deposit",Verbal Noun,Core 2000 Step 07 - 117,12026
1448,預ける,あずける,"deposit, entrust",Verb,Core 2000 Step 06 - 189,3462
1449,預かる,あずかる,keep (st) for (sb); take care of (st),Verb,Core 2000 Step 07 - 119,6323
1450,得意,とくい,"one's forte, pride, frequent customer",Adjectival Noun,Core 2000 Step 06 - 002,2554
1451,どきどき,どきどき,"feel excited, feel nervous",Adverb,Core 2000 Step 09 - 116,12681
1452,燃える,もえる,burn が,Verb,Core 2000 Step 06 - 045,1359
1453,焼ける,やける,"burn, be grilled, be baked が",Verb,Core 2000 Step 07 - 088,2861
1454,焼く,やく,"burn (st), grill, bake を",Verb,Core 2000 Step 10 - 170,1518
1455,まあまあ,まあまあ,"OK, not bad, average",Adjective,Core 2000 Step 09 - 121,7410
1456,乾く,かわく,"(st) drys, gets dry (が)",Verb,Core 2000 Step 08 - 042,2562
1457,乾杯,かんぱい,a toast,Verbal Noun,Core 2000 Step 08 - 067,8361
1458,乾かす,かわかす,dry (st) を,Verb,Core 2000 Step 09 - 072,17126
1459,新幹線,しんかんせん,"Shinkansen, Bullet Train",Noun,Core 2000 Step 06 - 039,8042
1460,素晴らしい,すばらしい,"splendid, excellent",Adjective,Core 2000 Step 07 - 181,3879
1461,海岸,かいがん,"coast, seashore",Noun,Core 2000 Step 05 - 163,3056
1462,家庭,かてい,"home, family",Noun,Core 2000 Step 04 - 134,2040
1463,庭,にわ,"garden, court",Noun,Core 2000 Step 10 - 002,833
1464,桜,さくら,"cherry tree, cherry blossom",Noun,Core 2000 Step 06 - 176,968
1465,咲く,さく,"bloom, blossom",Verb,Core 2000 Step 06 - 088,3119
1466,吹く,ふく,"blow, play on a wind instrument",Verb,Core 2000 Step 06 - 007,899
1467,散歩,さんぽ,"walk, stroll",Verbal Noun,Core 2000 Step 06 - 055,2670
1468,あくび,あくび,yawn,Verbal Noun,Core 2000 Step 09 - 125,9843
1469,植える,うえる,"plant (a plant), embed",Verb,Core 2000 Step 07 - 033,5166
1470,屋根,やね,roof,Noun,Core 2000 Step 06 - 091,1709
1471,黒板,こくばん,blackboard,Noun,Core 2000 Step 07 - 197,12513
1472,掲示板,けいじばん,"notice board, bulletin board",Noun,Core 2000 Step 08 - 167,16599
1473,からから,からから,"thirsty, dry",Adjective,Core 2000 Step 09 - 129,14439
1474,草,くさ,"grass, weed",Noun,Core 2000 Step 07 - 016,1376
1475,葉,は,leaf,Noun,Core 2000 Step 06 - 149,1248
1476,絵葉書,えはがき,picture postcard,Noun,Core 2000 Step 09 - 166,25594
1477,はがき,はがき,postcard,Noun,Core 2000 Step 09 - 180,32555
1478,ふらふら,ふらふら,"dizzy, weak",Adverb,Core 2000 Step 09 - 136,5805
1479,吸う,すう,"inhale, suck",Verb,Core 2000 Step 06 - 142,1408
1480,普及,ふきゅう,"spreading, becoming popular",Verbal Noun,Core 2000 Step 03 - 093,11966
1481,胃,い,stomach,Noun,Core 2000 Step 07 - 094,4557
1482,皿,さら,"plate, counter for plates or servings",Noun,Core 2000 Step 08 - 043,2200
1483,こぼす,こぼす,spill (st),Verb,Core 2000 Step 09 - 139,4035
1484,血,ち,blood,Noun,Core 2000 Step 10 - 091,414
1485,内容,ないよう,contents,Noun,Core 2000 Step 03 - 121,1288
1486,背景,はいけい,"background, scenery, setting",Noun,Core 2000 Step 04 - 022,3784
1487,骨,ほね,"bone, frame",Noun,Core 2000 Step 10 - 007,1346
1488,滑る,すべる,"slide, slip, flunk an examination",Verb,Core 2000 Step 08 - 192,3524
1489,折れる,おれる,"snap/break, be folded, give in (to)",Verb,Core 2000 Step 07 - 189,2194
1490,折る,おる,"break off, fold, bend",Verb,Core 2000 Step 08 - 013,2596
1491,健康,けんこう,healthy,Adjectival Noun,Core 2000 Step 05 - 034,2798
1492,珍しい,めずらしい,"unusual, rare, strange",Adjective,Core 2000 Step 05 - 003,1309
1493,撮る,とる,"take (a picture), film (a video)",Verb,Core 2000 Step 05 - 159,2607
1494,再び,ふたたび,"again, a second time (somewhat formal)",Adverb,Core 2000 Step 04 - 052,742
1495,再来年,さらいねん,the year after next,Noun,Core 2000 Step 08 - 116,60517
1496,再来月,さらいげつ,the month after next,Noun,Core 2000 Step 10 - 061,98300
1497,再来週,さらいしゅう,the week after next,Noun,Core 2000 Step 10 - 062,74946
1498,放送,ほうそう,broadcasting,Verbal Noun,Core 2000 Step 05 - 051,3870
1499,装置,そうち,"equipment, device",Noun,Core 2000 Step 04 - 017,2550
1500,仮名,かな,"kana, Japanese syllabary",Noun,Core 2000 Step 08 - 163,13946
1501,送り仮名,おくりがな,kana suffix,Noun,Core 2000 Step 09 - 092,117780
1502,鏡,かがみ,mirror,Noun,Core 2000 Step 07 - 015,1297
1503,悲しむ,かなしむ,"feel sad, lament",Verb,Core 2000 Step 08 - 126,4819
1504,固い,かたい,"firm, unchanging, unbreakable",Adjective,Core 2000 Step 07 - 052,1735
1505,美術館,びじゅつかん,art museum,Noun,Core 2000 Step 06 - 097,11305
1506,美人,びじん,beautiful woman,Noun,Core 2000 Step 08 - 029,2011
1507,美容院,びよういん,hair salon,Noun,Core 2000 Step 09 - 084,17641
1508,よろしく,よろしく,"properly, one's regards",Adverb,Core 2000 Step 09 - 162,2414
1509,博物館,はくぶつかん,museum,Noun,Core 2000 Step 06 - 168,8524
1510,開催,かいさい,"holding (of an event), opening",Verbal Noun,Core 2000 Step 04 - 088,11636
1511,特徴,とくちょう,distinguishing characteristic,Noun,Core 2000 Step 03 - 139,2991
1512,許す,ゆるす,"forgive, permit",Verb,Core 2000 Step 04 - 191,745
1513,がらがら,がらがら,empty,Adjective,Core 2000 Step 09 - 171,20976
1514,免許証,めんきょしょう,license,Noun,Core 2000 Step 09 - 086,24294
1515,教師,きょうし,"teacher, instructor",Noun,Core 2000 Step 05 - 020,2026
1516,教授,きょうじゅ,professor,Noun,Core 2000 Step 04 - 135,1585
1517,伝える,つたえる,"convey, tell (sb) that, let (sb) know",Verb,Core 2000 Step 04 - 034,873
1518,ぎらぎら,ぎらぎら,"dazzling, glaring, blinding",Adverb,Core 2000 Step 09 - 173,12897
1519,鳥,とり,"bird, poultry",Noun,Core 2000 Step 10 - 105,1292
1520,鳴る,なる,"sound, ring, thunder",Verb,Core 2000 Step 07 - 065,971
1521,鳴く,なく,"make sound (animal); chirp, meow, etc.",Verb,Core 2000 Step 08 - 070,3841
1522,声,こえ,"voice, sound",Noun,Core 2000 Step 03 - 072,86
1523,そっち,そっち,"there, that way (causal)",Noun,Core 2000 Step 09 - 179,2240
1524,卵,たまご,egg,Noun,Core 2000 Step 06 - 109,2940
1525,犬,いぬ,dog,Noun,Core 2000 Step 05 - 099,672
1526,馬,うま,horse,Noun,Core 2000 Step 05 - 126,387
1527,駐車場,ちゅうしゃじょう,parking area,Noun,Core 2000 Step 06 - 089,4351
1528,騒ぐ,さわぐ,"make a racket, mess around, make a fuss",Verb,Core 2000 Step 10 - 063,2738
1529,刺す,さす,"stab, prick, sting",Verb,Core 2000 Step 06 - 177,1981
1530,刺身,さしみ,"sashimi, sliced raw meat",Noun,Core 2000 Step 09 - 144,13010
1531,激しい,はげしい,"violent, intense",Adjective,Core 2000 Step 03 - 158,855
1532,ぺこぺこ,ぺこぺこ,"very hungry, starving",Adjective,Core 2000 Step 09 - 186,25484
1533,驚く,おどろく,"be surprised, be startled",Verb,Core 2000 Step 04 - 187,454
1534,倒れる,たおれる,"fall down, succumb (to)",Verb,Core 2000 Step 05 - 088,786
1535,倒す,たおす,"knock down, overthrow, defeat",Verb,Core 2000 Step 10 - 087,2071
1536,傾向,けいこう,"tendency, inclination",Noun,Core 2000 Step 04 - 087,4110
1537,ぺらぺら,ぺらぺら,fluently,Adjectival Noun,Core 2000 Step 09 - 187,26860
1538,柔道,じゅうどう,judo,Noun,Core 2000 Step 07 - 142,11464
1539,柔らかい,やわらかい,soft,Adjective,Core 2000 Step 07 - 147,3790
1540,柔らか,やわらか,"soft, tender, gentle",Adjectival Noun,Core 2000 Step 09 - 007,7625
1541,主張,しゅちょう,"argument, case, one's point",Verbal Noun,Core 2000 Step 04 - 018,1887
1542,引っ張る,ひっぱる,"pull, drag",Verb,Core 2000 Step 07 - 086,3023
1543,突き当たる,つきあたる,"come to the end of (street), run into (st)",Verb,Core 2000 Step 09 - 029,27996
1544,突き当たり,つきあたり,end of a street,Noun,Core 2000 Step 09 - 115,15681
1545,壁,かべ,"wall, partition",Noun,Core 2000 Step 05 - 014,467
1546,弾く,ひく,play (a stringed instrument),Verb,Core 2000 Step 10 - 136,2702
1547,丸い,まるい,round,Adjective,Core 2000 Step 07 - 102,1958
1548,丸,まる,"circle, wholeness",Noun,Core 2000 Step 10 - 163,1426
1549,攻撃,こうげき,"attack, criticism",Verbal Noun,Core 2000 Step 04 - 139,1018
1550,いつごろ,いつごろ,"about when, about what time",Noun,Core 2000 Step 09 - 191,
1551,絶対に,ぜったいに,"absolutely, unconditionally",Adverb,Core 2000 Step 10 - 190,10851
1552,消防車,しょうぼうしゃ,fire truck,Noun,Core 2000 Step 08 - 046,26827
1553,嫌,いや,"dislike, have a dislike for",Adjectival Noun,Core 2000 Step 09 - 021,1215
1554,大嫌い,だいきらい,hate,Adjectival Noun,Core 2000 Step 09 - 078,10474
1555,大抵,たいてい,"generally, mostly",Adverb,Core 2000 Step 09 - 012,6667
1556,大勢,おおぜい,"many (people), a crowd",Noun,Core 2000 Step 06 - 069,2109
1557,姿,すがた,"figure, appearance",Noun,Core 2000 Step 03 - 083,170
1558,姿勢,しせい,"posture, attitude",Noun,Core 2000 Step 04 - 045,1754
1559,恐ろしい,おそろしい,"terrible, frightening",Adjective,Core 2000 Step 06 - 125,845
1560,怖い,こわい,scary,Adjective,Core 2000 Step 07 - 014,995
1561,糸,いと,"thread, yarn",Noun,Core 2000 Step 06 - 133,1867
1562,孫,まご,grandchild,Noun,Core 2000 Step 10 - 160,1741
1563,木綿,もめん,cotton,Noun,Core 2000 Step 10 - 168,11397
1564,偉い,えらい,"great, famous, eminent",Adjective,Core 2000 Step 08 - 082,3907
1565,爪,つめ,"nail, claw",Noun,Core 2000 Step 10 - 101,2623
1566,机,つくえ,desk,Noun,Core 2000 Step 10 - 099,1107
1567,セロテープ,セロテープ,Scotch tape,Noun,Core 2000 Step 09 - 198,56799
1568,棚,たな,"shelf, rack",Noun,Core 2000 Step 07 - 108,2825
1569,本棚,ほんだな,bookshelf,Noun,Core 2000 Step 08 - 097,8683
1570,方針,ほうしん,"course, policy",Noun,Core 2000 Step 03 - 143,4255
1571,釣る,つる,"to fish, to catch (a fish)",Verb,Core 2000 Step 08 - 160,8289
1572,やけど,やけど,burn,Verbal Noun,Core 2000 Step 10 - 010,23826
1573,お釣り,おつり,change,Noun,Core 2000 Step 10 - 025,35598
1574,鍵,かぎ,"key, lock",Noun,Core 2000 Step 07 - 165,1047
1575,鍋,なべ,"pan, pot",Noun,Core 2000 Step 09 - 100,3443
1576,寿司,すし,sushi,Noun,Core 2000 Step 08 - 092,14073
1577,泥棒,どろぼう,"thief, crook",Verbal Noun,Core 2000 Step 08 - 050,3315
1578,湯,ゆ,"hot water, hot bath, bathhouse",Noun,Core 2000 Step 10 - 173,2343
1579,沸く,わく,"boil, be excited",Verb,Core 2000 Step 08 - 099,12094
1580,沸かす,わかす,"boil, excite",Verb,Core 2000 Step 09 - 163,16883
1581,あっち,あっち,"other side, over there (informal)",Noun,Core 2000 Step 10 - 018,2937
1582,洗濯機,せんたくき,washing machine,Noun,Core 2000 Step 08 - 131,20445
1583,洗濯,せんたく,"laundering, washing",Verbal Noun,Core 2000 Step 10 - 075,6333
1584,濡れる,ぬれる,get wet,Verb,Core 2000 Step 10 - 118,2015
1585,喫茶店,きっさてん,"coffee shop, tea house, café",Noun,Core 2000 Step 07 - 104,3169
1586,あんなに,あんなに,like that,Adverb,Core 2000 Step 10 - 019,2252
1587,怠ける,なまける,"be lazy (が), neglect (st) (を)",Verb,Core 2000 Step 09 - 101,20056
1588,一生懸命,いっしょうけんめい,"as hard as one can, with all one's might",Adverb,Core 2000 Step 08 - 041,4296
1589,休憩,きゅうけい,"<div>break (from work, study, etc.)</div>",Verbal Noun,Core 2000 Step 07 - 178,8667
1590,天井,てんじょう,ceiling,Noun,Core 2000 Step 06 - 047,1367
1591,いたずら,いたずら,"mischief, prank",Verbal Noun,Core 2000 Step 10 - 021,4483
1592,納豆,なっとう,natto (fermented soybeans),Noun,Core 2000 Step 09 - 118,19439
1593,化粧,けしょう,"makeup, put on makeup",Verbal Noun,Core 2000 Step 08 - 091,3546
1594,畑,はたけ,"field, farm, garden",Noun,Core 2000 Step 09 - 105,2427
1595,炊く,たく,cook (by boiling),Verb,Core 2000 Step 08 - 084,14367
1596,自炊,じすい,cooking for oneself,Verbal Noun,Core 2000 Step 08 - 177,35407
1597,灰皿,はいざら,ashtray,Noun,Core 2000 Step 09 - 041,7006
1598,灰,はい,ashes,Noun,Core 2000 Step 10 - 124,3775
1599,灰色,はいいろ,"ash color, gray",Noun,Core 2000 Step 10 - 125,2116
1600,おばさん,おばさん,aunt,Noun,Core 2000 Step 10 - 028,2258
1601,西暦,せいれき,"CE, AD (year)",Noun,Core 2000 Step 08 - 130,20916
1602,毛,け,"hair, wool",Noun,Core 2000 Step 07 - 196,2197
1603,髪,かみ,"hair, hairstyle",Noun,Core 2000 Step 06 - 035,560
1604,舌,した,tongue,Noun,Core 2000 Step 07 - 179,1412
1605,くし,くし,comb,Noun,Core 2000 Step 10 - 048,9755
1606,臭い,くさい,"ill-smelling, stinking",Adjective,Core 2000 Step 09 - 113,2095
1607,匂い,におい,"smell, odor",Noun,Core 2000 Step 06 - 138,1101
1608,履く,はく,"put on (footwear, lower body clothing)",Verb,Core 2000 Step 08 - 110,5687
1609,戸,と,"door (esp. Japanese style), shutter",Noun,Core 2000 Step 05 - 156,1452
1610,扇風機,せんぷうき,electric fan,Noun,Core 2000 Step 08 - 158,26163
1611,豚,ぶた,"pig, pork",Noun,Core 2000 Step 09 - 157,4629
1612,豚肉,ぶたにく,"pork, hog meat",Noun,Core 2000 Step 10 - 146,22292
1613,ごちそう,ごちそう,"feast, treat",Noun,Core 2000 Step 10 - 054,10179
1614,鶏,にわとり,"chicken, hen",Noun,Core 2000 Step 10 - 113,5293
1615,腕時計,うでどけい,wrist watch,Noun,Core 2000 Step 08 - 059,4434
1616,お菓子,おかし,"sweets, snacks",Noun,Core 2000 Step 10 - 024,8055
1617,お辞儀,おじぎ,"bow, bowing",Verbal Noun,Core 2000 Step 09 - 067,6324
1618,ごちそうする,ごちそうする,treat,Verb,Core 2000 Step 10 - 055,
1619,寝坊,ねぼう,"oversleeping,&nbsp;late riser",Verbal Noun,Core 2000 Step 09 - 103,24565
1620,旗,はた,"flag, banner",Noun,Core 2000 Step 10 - 130,2915
1621,鉛筆,えんぴつ,pencil,Noun,Core 2000 Step 07 - 089,6948
1622,万年筆,まんねんひつ,fountain pen,Noun,Core 2000 Step 09 - 006,14100
1623,こぼれる,こぼれる,"(st) spills, overflows",Verb,Core 2000 Step 10 - 057,4279
1624,箱,はこ,"box, case",Noun,Core 2000 Step 06 - 036,1162
1625,本箱,ほんばこ,bookcase,Noun,Core 2000 Step 09 - 160,31509
1626,手袋,てぶくろ,gloves,Noun,Core 2000 Step 08 - 009,4866
1627,袋,ふくろ,"bag, sack",Noun,Core 2000 Step 10 - 005,1832
1628,こんなに,こんなに,"as this, so, such",Adverb,Core 2000 Step 10 - 059,1240
1629,財布,さいふ,"purse, wallet",Noun,Core 2000 Step 07 - 063,3757
1630,毛布,もうふ,blanket,Noun,Core 2000 Step 08 - 021,3860
1631,布団,ふとん,"futon, bedquilt",Noun,Core 2000 Step 08 - 054,2884
1632,小包,こづつみ,"parcel, package",Noun,Core 2000 Step 07 - 126,24241
1633,ざあざあ,ざあざあ,"(sound of pouring rain) heavily, pouring",Adverb,Core 2000 Step 10 - 060,57176
1634,包む,つつむ,"wrap, pack",Verb,Core 2000 Step 09 - 149,1096
1635,飾る,かざる,"decorate, exhibit",Verb,Core 2000 Step 05 - 122,2726
1636,手帳,てちょう,"pocketbook, memo",Noun,Core 2000 Step 08 - 025,4921
1637,電話帳,でんわちょう,telephone book,Noun,Core 2000 Step 08 - 119,19163
1638,ジャガイモ,ジャガイモ,potato,Noun,Core 2000 Step 10 - 068,20397
1639,牛乳,ぎゅうにゅう,milk,Noun,Core 2000 Step 07 - 003,7433
1640,玄関,げんかん,"entrance, doorway",Noun,Core 2000 Step 05 - 158,977
1641,眼鏡,めがね,"glasses, judgment",Noun,Core 2000 Step 10 - 009,2458
1642,眠い,ねむい,sleepy,Adjective,Core 2000 Step 10 - 120,4792
1643,ソファ,ソファ,"sofa, sofa bed",Noun,Core 2000 Step 10 - 080,2351
1644,眠る,ねむる,sleep,Verb,Core 2000 Step 10 - 121,758
1645,封筒,ふうとう,envelope,Noun,Core 2000 Step 07 - 130,3619
1646,出かける,でかける,"go out, be about to go out",Verb,Core 2000 Step 07 - 167,807
1647,かかる,かかる,"hang, splash, take (timeなど) が",Verb,Core 2000 Step 09 - 025,222
1648,煙草,たばこ,"tobacco, cigarette",Noun,Core 2000 Step 10 - 089,1317
1649,掛け算,かけざん,multiplication,Verbal Noun,Core 2000 Step 09 - 112,68263
1650,拍手,はくしゅ,"applause, clapping",Verbal Noun,Core 2000 Step 10 - 126,4477
1651,掃除,そうじ,cleaning,Verbal Noun,Core 2000 Step 07 - 020,2926
1652,掃く,はく,"sweep, brush",Verb,Core 2000 Step 09 - 181,11833
1653,ちょうど,ちょうど,"exactly, as if",Adverb,Core 2000 Step 10 - 096,688
1654,掃除機,そうじき,vacuum cleaner,Noun,Core 2000 Step 10 - 076,29809
1655,握る,にぎる,"grasp, to press into shape (onigiri, sushi)",Verb,Core 2000 Step 06 - 064,868
1656,握手,あくしゅ,"handshake, handshaking",Verbal Noun,Core 2000 Step 07 - 051,5336
1657,迎える,むかえる,"welcome, go to meet",Verb,Core 2000 Step 05 - 149,920
1658,ちょっと,ちょっと,"just a moment, just a little, easily",Adverb,Core 2000 Step 10 - 097,196
1659,お巡りさん,おまわりさん,policeman,Noun,Core 2000 Step 09 - 128,24009
1660,いくつ,いくつ,"how many, how old",Noun,Core 2000 Step 07 - 171,965
1661,幾ら,いくら,how much,Noun,Core 2000 Step 09 - 165,16541
1662,冗談,じょうだん,joke,Noun,Core 2000 Step 08 - 117,1217
1663,つく,つく,"be on, switched on",Verb,Core 2000 Step 10 - 098,124
1664,穴,あな,"hole, cavity",Noun,Core 2000 Step 05 - 143,906
1665,寂しい,さびしい,"lonely, desolate, sad",Adjective,Core 2000 Step 07 - 027,2953
1666,丁寧,ていねい,"polite, courteous, careful",Adjectival Noun,Core 2000 Step 07 - 184,3276
1667,かわいそう,かわいそう,"poor, pitiable",Adjectival Noun,Core 2000 Step 08 - 018,3142
1668,怪我,けが,injury,Verbal Noun,Core 2000 Step 09 - 175,2883
1669,我慢,がまん,"patience, self-restraint",Verbal Noun,Core 2000 Step 07 - 034,1902
1670,幼稚園,ようちえん,kindergarten,Noun,Core 2000 Step 07 - 156,9630
1671,隠れる,かくれる,"hide, disappear",Verb,Core 2000 Step 06 - 185,1739
1672,とんとん,とんとん,tapping,Adverb,Core 2000 Step 10 - 106,21871
1673,日陰,ひかげ,the shade,Noun,Core 2000 Step 09 - 083,21596
1674,随分,ずいぶん,"extremely, considerably",Adverb,Core 2000 Step 07 - 085,1062
1675,頑張る,がんばる,"persist, be tenacious",Verb,Core 2000 Step 06 - 173,2969
1676,頃,ころ,"when~, about~, time",Noun,Core 2000 Step 03 - 027,466
1677,人参,にんじん,carrot,Noun,Core 2000 Step 10 - 116,20113
1678,この頃,このごろ,"these days, recently",Noun,Core 2000 Step 10 - 056,3602
1679,消防署,しょうぼうしょ,fire station,Noun,Core 2000 Step 08 - 170,34937
1680,尋ねる,たずねる,"inquire, search for",Verb,Core 2000 Step 06 - 081,863
1681,缶詰,かんづめ,canned goods,Noun,Core 2000 Step 09 - 172,15043
1682,ぬるい,ぬるい,lukewarm,Adjective,Core 2000 Step 10 - 117,18693
1683,缶,かん,"can, tin",Noun,Core 2000 Step 10 - 042,6560
1684,腐る,くさる,"rot, corrode",Verb,Core 2000 Step 07 - 172,4116
1685,豆腐,とうふ,tofu,Noun,Core 2000 Step 08 - 132,9391
1686,床,ゆか,floor,Noun,Core 2000 Step 09 - 045,572
1687,床屋,とこや,"barber, barbershop",Noun,Core 2000 Step 09 - 056,11517
1688,畳,たたみ,"tatami, mat",Noun,Core 2000 Step 07 - 021,1637
1689,畳む,たたむ,"fold up, shut (umbrella)",Verb,Core 2000 Step 09 - 079,10794
1690,干す,ほす,"dry (by airing out), air out",Verb,Core 2000 Step 08 - 122,8285
1691,ひざ,ひざ,knee,Noun,Core 2000 Step 10 - 137,5371
1692,帽子,ぼうし,hat,Noun,Core 2000 Step 07 - 087,1773
1693,ぜひ,ぜひ,"by all means, at any cost",Adverb,Core 2000 Step 06 - 187,6233
1694,敬語,けいご,"honorific language, polite speech",Noun,Core 2000 Step 07 - 017,16982
1695,尊敬,そんけい,"respect, honor",Verbal Noun,Core 2000 Step 07 - 029,2972
1696,ひじ,ひじ,elbow,Noun,Core 2000 Step 10 - 138,14514
1697,敷く,しく,"lay out, spread",Verb,Core 2000 Step 06 - 131,3199
1698,雷,かみなり,"thunder, lightning",Noun,Core 2000 Step 10 - 039,1956
1699,零,れい,"zero, naught",Noun,Core 2000 Step 10 - 185,5460
